# Wavelength (Å), Efficiency
5.410000000000000142e+00,8.541947820408478664e-01
5.419999999999999929e+00,8.540853074798523403e-01
5.429999999999999716e+00,8.539053057014708292e-01
5.439999999999999503e+00,8.537260980453577064e-01
5.450000000000000178e+00,8.535499706194624725e-01
5.459999999999999964e+00,8.535813769949364138e-01
5.469999999999999751e+00,8.536124523707877554e-01
5.479999999999999538e+00,8.536432018203796712e-01
5.490000000000000213e+00,8.535981662635205858e-01
5.500000000000000000e+00,8.535413934384754597e-01
5.509999999999999787e+00,8.534847268599786707e-01
5.519999999999999574e+00,8.534179262571590652e-01
5.530000000000000249e+00,8.533469221854405040e-01
5.540000000000000036e+00,8.532761139834407205e-01
5.549999999999999822e+00,8.531747649854369842e-01
5.559999999999999609e+00,8.530452086570354808e-01
5.570000000000000284e+00,8.529161772989052315e-01
5.580000000000000071e+00,8.527893016116042668e-01
5.589999999999999858e+00,8.526664633662480730e-01
5.599999999999999645e+00,8.525441341074670998e-01
5.610000000000000320e+00,8.524386310847785753e-01
5.620000000000000107e+00,8.524851337135581630e-01
5.629999999999999893e+00,8.525312274814608182e-01
5.639999999999999680e+00,8.525769180191156149e-01
5.649999999999999467e+00,8.526417627745908057e-01
5.660000000000000142e+00,8.527093175650344303e-01
5.669999999999999929e+00,8.527763658813505288e-01
5.679999999999999716e+00,8.527148778216064873e-01
5.689999999999999503e+00,8.525691465062855690e-01
5.700000000000000178e+00,8.524240451253382034e-01
5.709999999999999964e+00,8.522621020352976196e-01
5.719999999999999751e+00,8.520649202884397200e-01
5.729999999999999538e+00,8.518686521174010373e-01
5.740000000000000213e+00,8.516810095675974024e-01
5.750000000000000000e+00,8.517282490169688636e-01
5.759999999999999787e+00,8.517750949224210943e-01
5.769999999999999574e+00,8.518215524741324929e-01
5.780000000000000249e+00,8.517840446601181448e-01
